2024;03;02; 19;17;28; 20; 5000; 0; 0; 1; FF
2024;03;02; 19;17;30; 20; 5000; 0; 0; 1; FF
2024;03;02; 19;17;32; 20; 5000; 0; 0; 1; FF
2024;03;02; 19;17;33; 20; 5000; 0; 0; 1; FF
2024;03;02; 19;17;35; 20; 5000; 0; 0; 1; FF
2024;03;02; 19;17;36; 20; 5100; 0; 0; 1; FF
2024;03;02; 19;17;38; 20; 5100; 0; 0; 1; FF
2024;03;02; 19;17;40; 20; 4900; ERROR; 0; 1; FF
2024;03;02; 19;17;41; 20; 4900; 0; 114; 1; FF
2024;03;02; 19;17;43; 20; 4900; 0; 162; 1; FF
2024;03;02; 19;17;45; 20; 4900; 0; 276; 1; FF
2024;03;02; 19;17;46; 20; 4900; 152; 341; 1; FF
2024;03;02; 19;17;48; 20; 4800; 160; 358; 1; FF
2024;03;02; 19;17;50; 20; 4800; 239; 647; 1; FF
2024;03;02; 19;17;51; 20; 4800; 269; 877; 1; FF
2024;03;02; 19;17;53; 20; 4800; 331; 1012; 1; FF
2024;03;02; 19;17;55; 20; 4800; 405; 1242; 1; FF
2024;03;02; 19;17;56; 20; 4800; 432; 1472; 1; FF
2024;03;02; 19;17;58; 20; 4800; 423; 1587; 1; FF
2024;03;02; 19;18;00; 20; 4800; 423; 1817; 1; FF
2024;03;02; 19;18;01; 20; 4800; 423; 2067; 1; FF
2024;03;02; 19;18;03; 20; 4800; 423; 2182; 1; FF
2024;03;02; 19;18;05; 20; 4800; 423; 2412; 1; FF
2024;03;02; 19;18;06; 20; 4800; 423; 2527; 1; FF
2024;03;02; 19;18;08; 20; 4800; 423; 2757; 1; FF
2024;03;02; 19;18;09; 20; 4800; 423; 3007; 1; FF
2024;03;02; 19;18;11; 20; 4800; 423; 3122; 1; FF
2024;03;02; 19;18;13; 20; 4800; 423; 3352; 1; FF
2024;03;02; 19;18;14; 20; 4800; 423; 3582; 1; FF
2024;03;02; 19;18;16; 20; 4800; 432; 3717; 1; FF
2024;03;02; 19;18;18; 20; 4800; 423; 3947; 1; FF
2024;03;02; 19;18;19; 20; 4800; 423; 4177; 1; FF
2024;03;02; 19;18;21; 20; 4800; 423; 4292; 1; FF
2024;03;02; 19;18;23; 20; 4800; 432; 4542; 1; FF
2024;03;02; 19;18;24; 20; 4800; 423; 4772; 1; FF
2024;03;02; 19;18;26; 20; 4800; 423; 4887; 1; FF
2024;03;02; 19;18;28; 20; 4800; 423; 5117; 1; FF
2024;03;02; 19;18;29; 20; 4800; 432; 5367; 1; FF
2024;03;02; 19;18;31; 20; 4800; 423; 5482; 1; FF
2024;03;02; 19;18;33; 20; 4900; 423; 5712; 1; FF
2024;03;02; 19;18;34; 20; 4900; 423; 5942; 1; FF
2024;03;02; 19;18;36; 20; 4900; 423; 6057; 1; FF
2024;03;02; 19;18;38; 20; 4800; 423; 6307; 1; FF
2024;03;02; 19;18;39; 20; 4800; 423; 6537; 1; FF
2024;03;02; 19;18;41; 20; 4800; 423; 6652; 1; FF
2024;03;02; 19;18;43; 20; 4900; 423; 6882; 1; FF
2024;03;02; 19;18;44; 20; 4800; 423; 7132; 1; FF
2024;03;02; 19;18;46; 20; 4800; 423; 7247; 1; FF
2024;03;02; 19;18;48; 20; 4800; 423; 7477; 1; FF
2024;03;02; 19;18;49; 20; 4800; 423; 7592; 1; FF
2024;03;02; 19;18;51; 20; 4800; 423; 7822; 1; FF
2024;03;02; 19;18;53; 20; 4800; 423; 8072; 1; FF
2024;03;02; 19;18;54; 20; 4800; 423; 8187; 1; FF
2024;03;02; 19;18;56; 20; 4800; 423; 8417; 1; FF
2024;03;02; 19;18;57; 20; 4800; 423; 8647; 1; FF
2024;03;02; 19;18;59; 20; 4800; 423; 8762; 1; FF
2024;03;02; 19;19;01; 20; 4800; 423; 9012; 1; FF
2024;03;02; 19;19;02; 20; 4900; 423; 9242; 1; FF
2024;03;02; 19;19;04; 20; 4800; 423; 9357; 1; FF
2024;03;02; 19;19;06; 20; 4800; 432; 9607; 1; FF
2024;03;02; 19;19;07; 20; 4800; 423; 9837; 1; FF
2024;03;02; 19;19;09; 20; 4900; 423; 9952; 1; FF
2024;03;02; 19;19;11; 20; 4900; 423; 10182; 1; FF
2024;03;02; 19;19;13; 20; 4800; 432; 10432; 1; FF
2024;03;02; 19;19;14; 20; 4800; 423; 10547; 1; FF
2024;03;02; 19;19;16; 20; 4900; 423; 10777; 1; A3
2024;03;02; 19;19;18; 11; 4900; 423; 11007; 1; A3
2024;03;02; 19;19;20; 11; 5100; 423; 11125; 1; A3
2024;03;02; 19;19;21; 11; 5100; 311; 11125; 1; A3
2024;03;02; 19;19;23; 11; 5100; 209; 11128; 1; A3
2024;03;02; 19;19;25; 11; 5100; 0; 11131; 1; A3
2024;03;02; 19;19;26; 11; 5100; 0; 11131; 1; A3
2024;03;02; 19;19;28; 11; 5100; 0; 0; 11; A3
2024;03;02; 19;19;30; 11; 1300; 0; 17; 11; A3
2024;03;02; 19;19;32; 11; 900; 0; 23; ERROR; A3
2024;03;02; 19;19;33; 11; 700; 0; 23; 11; A3
2024;03;02; 19;19;35; 10; 400; 0; 23; 11; A3
2024;03;02; 19;19;37; 10; 400; 0; 26; 11; A3
2024;03;02; 19;19;38; 10; 400; 0; 26; 11; A3
2024;03;02; 19;19;40; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;42; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;43; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;45; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;47; 10; 500; 0; 0; 11; A3
2024;03;02; 19;19;48; 10; 500; 0; 0; 11; A3
2024;03;02; 19;19;50; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;51; 10; 400; 0; 0; 11; A3
2024;03;02; 19;19;53; 10; 400; 0; 0; 11; A3
